slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
bitcoin-up-or-down-october-4-12pm-et,RESOLVED,Down,"Bitcoin Up or Down - October 4, 12PM ET",619861,True,2025-10-04T17:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-the-price-of-ethereum-be-between-4525-and-4550-on-september-21-at-8pm-et,RESOLVED,No,"Will the price of Ethereum be between $4,525 and $4,550 on September 21 at 8PM ET?",606768,True,2025-09-22T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
gme-market-cap-10-12b-on-may-17,RESOLVED,No,GME market cap $10-12b on May 17?,501566,True,2024-05-17T12:00:00Z,https://www.google.com/finance/quote/GME:NYSE?sa=X&ved=2ahUKEwjmxc3alYuGAxXek4kEHaweDnYQ3ecFegQIOBAZ&window=5D,
will-fcsb-beat-qarabag,RESOLVED,Yes,Will FCSB beat Qarabag?,519559,True,2025-01-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-ravens-beat-the-broncos-by-more-than-1pt5-points-in-their-week-four-matchup,RESOLVED_UNKNOWN,,Will the Ravens beat the Broncos by more than 1.5 points in their week four matchup?,238930,True,2021-10-03T00:00:00Z,https://www.nfl.com/scores/,no payout==1 found
will-taylor-swift-eras-tour-have-a-bigger-opening-weekend-than-barbie,RESOLVED,No,Will ‘Taylor Swift: Eras Tour’ have a bigger opening weekend than 'Barbie'?,252140,True,2023-10-16T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
f1-canadian-grand-prix-red-flag,RESOLVED,No,F1 Canadian Grand Prix: Red Flag? ,549538,True,2025-06-15T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
cfb-vand-vt-2025-09-06-total-47pt5,RESOLVED,Over,Vanderbilt vs. Virginia Tech: O/U 47.5,585462,True,2025-09-06T23:30:00Z,https://www.ncaa.com/,
xrp-up-or-down-july-19-7am-et,RESOLVED,Down,"XRP Up or Down - July 19, 7AM ET",564570,True,2025-07-19T12:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
ethereum-up-or-down-july-26-5am-et,RESOLVED,Down,"Ethereum Up or Down - July 26, 5AM ET",567383,True,2025-07-26T10:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
solana-up-or-down-september-12-6am-et,RESOLVED,Up,"Solana Up or Down - September 12, 6AM ET",592938,True,2025-09-12T11:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
btc-multistrike-4h-1757577600-112k,RESOLVED,Yes,"Will the price of Bitcoin be above $112,000 on September 11 at 4AM ET?",593177,True,2025-09-11T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-adam-hadwin-win-the-2025-pga-tour-3m-open,RESOLVED,No,Will Adam Hadwin win the 2025 PGA TOUR 3M Open?,565451,True,2025-07-28T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-nop-cle-2024-11-20,RESOLVED,Cavaliers,Pelicans vs. Cavaliers,513275,True,2024-11-28T00:30:00Z,https://www.nba.com/,
will-the-ravens-beat-the-colts-by-more-than-7pt5-points-in-their-week-five-matchup,RESOLVED_UNKNOWN,,(In-Game Trading) Will the Ravens beat the Colts by more than 7.5 points in their week five matchup?,238941,True,2021-10-11T00:00:00Z,https://www.nfl.com/scores/,no payout==1 found
bitcoin-up-or-down-august-26-7am-et,RESOLVED,Down,"Bitcoin Up or Down - August 26, 7AM ET",579848,True,2025-08-26T12:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-jenson-brooksby-reach-the-quarterfinals-of-the-australian-open,RESOLVED,No,Will Jenson Brooksby reach the quarterfinals of the Australian Open?,518160,True,2025-01-20T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
bitcoin-up-or-down-july-5-12pm-et,RESOLVED,Up,"Bitcoin Up or Down - July 5, 12PM ET",557181,True,2025-07-05T17:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
bitcoin-up-or-down-june-11-7pm-et,RESOLVED,Up,"Bitcoin Up or Down - June 11, 7 PM ET",550913,True,2025-06-12T00:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
nba-sa-ind-2023-03-02,RESOLVED,Spurs,NBA: San Antonio Spurs vs. Indiana Pacers 2023-03-02,248945,True,2023-03-02T00:00:00Z,https://www.nba.com,
atp-marozsan-vs-muller-2025-09-27,RESOLVED,Marozsan,China Open: Fabian Marozsan vs Alexandre Muller,612115,True,2025-10-04T02:00:00Z,https://www.atptour.com/en/scores/current,
will-andrew-cuomos-rcv-margin-of-victory-be-between-3-and-6-in-the-new-york-city-mayoral-democratic-primary,RESOLVED,No,Will Andrew Cuomo’s RCV margin of victory be between 3% and 6% in the New York City Mayoral Democratic Primary?,552050,True,2025-06-24T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-between-119k-and-120k-on-july-17-at-5pm-et,RESOLVED,Yes,Will the price of Bitcoin be between $119K and $120K on July 17 at 5PM ET?,564130,True,2025-07-17T21:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-squid-game-remain-the-1-netflix-show-in-the-us-throughout-the-second-week-of-october,RESOLVED_UNKNOWN,,Will Squid Game remain the #1 Netflix show in the US throughout the ‘second week’ of October?,238952,True,2021-10-14T00:00:00Z,https://flixpatrol.com/top10/netflix/united-states,no payout==1 found
will-the-price-of-solana-be-between-248-and-250-on-september-18-at-12pm-et,RESOLVED,Yes,Will the price of Solana be between $248 and $250 on September 18 at 12PM ET?,602712,True,2025-09-18T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
uel-paok-rij-2025-08-28-draw,RESOLVED,No,Will PAOK vs. HNK Rijeka end in a draw?,579536,True,2025-08-28T17:30:00Z,https://www.uefa.com/uefaeuropaleague/,
nfl-jax-kc-2023-09-17,RESOLVED,Chiefs,Jaguars vs. Chiefs,252206,True,2023-09-17T00:00:00Z,https://www.nfl.com/,
nba-gs-hou-2023-11-20,RESOLVED,Warriors,Warriors vs. Rockets,253145,True,2023-11-20T00:00:00Z,https://www.nba.com/,
bun-wer-b04-2025-08-30-draw,RESOLVED,Yes,Will Werder Bremen vs. Bayer Leverkusen end in a draw?,577352,True,2025-08-30T13:30:00Z,https://www.bundesliga.com/en/bundesliga,
will-130-135-million-people-watch-super-bowl-lix,RESOLVED,No,Will 130-135 million people watch Super Bowl LIX?,521930,True,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cfb-cmu-niu-2024-11-30,RESOLVED,Northern Illinois,Central Michigan vs. Northern Illinois,513789,True,2024-12-07T05:00:00Z,https://www.ncaa.com/,
solana-up-or-down-august-17-2am-et,RESOLVED,Down,"Solana Up or Down - August 17, 2AM ET",576558,True,2025-08-17T07:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
will-the-rays-or-red-sox-win-their-alds-matchup,RESOLVED_UNKNOWN,,Will the Rays or Red Sox win their ALDS matchup?,238962,True,2021-10-13T00:00:00Z,https://www.mlb.com/scores,no payout==1 found
will-xrp-dip-to-1pt4-in-july-223-721-471,RESOLVED,No,Will XRP dip to $1.4 in July?,557836,True,2025-08-01T04:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-price-of-ethereum-be-between-4525-and-4550-on-september-19-at-8pm-et,RESOLVED,No,"Will the price of Ethereum be between $4,525 and $4,550 on September 19 at 8PM ET?",604412,True,2025-09-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-dragan-primorac-be-the-next-president-of-croatia,RESOLVED,No,Will Dragan Primorac be the next President of Croatia?,513519,True,2024-12-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sol-multistrike-4h-1756857600-194,RESOLVED,Yes,Will the price of Solana be above $194 on September 2 at 8PM ET?,586105,True,2025-09-03T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
xrp-up-or-down-october-6-2am-et,RESOLVED,Up,"XRP Up or Down - October 6, 2AM ET",621446,True,2025-10-06T07:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
mlb-wsh-mia-2025-09-08-total-8pt5,RESOLVED,Over,Nationals vs. Marlins: O/U 8.5,590364,True,2025-09-08T22:40:00Z,https://www.mlb.com/scores,
cbb-yale-dart-2025-02-28,RESOLVED,Yale,Yale vs. Dartmouth,524906,True,2025-03-07T22:00:00Z,https://www.ncaa.com/,
will-star-wars-iii-gross-between-19-22m-on-opening-weekend,RESOLVED,No,Will 'Star Wars III' gross between $19-22m on opening weekend?,538741,True,2025-04-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-new-york-city-be-between-82-83f-on-july-19,RESOLVED,Yes,Will the highest temperature in New York City be between 82-83°F on July 19?,564502,True,2025-07-19T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-multistrike-4h-1758960000-4075,RESOLVED,No,"Will the price of Ethereum be above $4,075 on September 27 at 4AM ET?",615236,True,2025-09-27T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-trump-say-hell-3-times-during-his-may-13-interview,RESOLVED,No,"Will Trump say ""Hell"" 3+ times during his May 13 interview?",544272,True,2025-05-13T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-frankfurt-beat-viktoria-plzen,RESOLVED,No,Will Frankfurt beat Viktoria Plzen?,507953,True,2024-09-26T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-up-or-down-15m-1759308300,RESOLVED,Up,"Ethereum Up or Down - October 1, 4:45AM-5:00AM ET",618913,True,2025-10-01T09:00:00Z,https://data.chain.link/streams/eth-usd,
xrp-up-or-down-june-24-2pm-et,RESOLVED,Down,"XRP Up or Down - June 24, 2PM ET",554930,True,2025-06-24T19:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
sol-multistrike-4h-1758672000-206,RESOLVED,Yes,Will the price of Solana be above $206 on September 23 at 8PM ET?,610058,True,2025-09-24T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
xrp-multistrike-4h-1757937600-3pt15,RESOLVED,No,Will the price of XRP be above $3.15 on September 15 at 8AM ET?,598487,True,2025-09-15T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cfb-nd-miami-2025-08-31,RESOLVED,Miami,Notre Dame vs. Miami,582401,True,2025-09-07T23:30:00Z,https://www.ncaa.com/,
sol-multistrike-4h-1756886400-222,RESOLVED,No,Will the price of Solana be above $222 on September 3 at 4AM ET?,586552,True,2025-09-03T08:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nba-mil-phi-2025-04-03-spread-home-7pt5,RESOLVED,Bucks,Spread: Bucks (-7.5),533646,True,2025-04-10T23:00:00Z,https://www.nba.com/,
will-trump-say-crypto-or-bitcoin-during-victory-rally,RESOLVED,Yes,"Will Trump say ""crypto"" or ""Bitcoin"" during victory rally? ",518829,True,2025-01-20T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-up-or-down-15m-1759281300,RESOLVED,Up,"Bitcoin Up or Down - September 30, 9:15PM-9:30PM ET",618791,True,2025-10-01T01:30:00Z,https://data.chain.link/streams/btc-usd,
ethereum-up-or-down-july-18-6pm-et,RESOLVED,Down,"Ethereum Up or Down - July 18, 6PM ET",564003,True,2025-07-18T23:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-biden-say-bitcoin-during-his-state-of-the-union-address,RESOLVED,No,"Will Biden say ""Bitcoin"" during his State of the Union address?",255306,True,2024-03-06T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-charity-nelms-win-survivor-48,RESOLVED,No,Will Charity Nelms win Survivor 48?,525614,True,2025-06-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-juventus-win-group-g-at-the-fifa-club-world-cup-772,RESOLVED,No,Will Juventus win Group G at the FIFA Club World Cup?,549490,True,2025-06-28T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-debate-finnish-by-1030-pm,RESOLVED,No,Will the Debate finish by 10:30 PM?,506757,True,2024-09-10T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-ind-okc-2025-06-05-spread-home-2pt5,RESOLVED,Thunder,Spread: Pacers (-2.5),549914,True,2025-06-13T00:30:00Z,https://www.nba.com/,
will-mikey-moore-be-named-europa-league-final-player-of-the-match,RESOLVED,No,Will Mikey Moore be named Europa League Final Player of the Match?,546229,True,2025-05-21T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
wnba-min-gsv-2025-09-06,RESOLVED,Lynx,Lynx vs. Valkyries,588271,True,2025-09-14T00:30:00Z,https://www.wnba.com/,
nba-mia-bos-2025-04-02-total-209pt5,RESOLVED,Over,Over 209.5,533360,True,2025-04-09T23:30:00Z,https://www.nba.com/,
solana-up-or-down-july-15-2am-et,RESOLVED,Up,"Solana Up or Down - July 15, 2AM ET",562565,True,2025-07-15T07:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
btc-multistrike-4h-1756771200-106pt5k,RESOLVED,Yes,"Will the price of Bitcoin be above $106,500 on September 1 at 8PM ET?",585259,True,2025-09-02T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
xrp-multistrike-4h-1757894400-2pt91,RESOLVED,Yes,Will the price of XRP be above $2.91 on September 14 at 8PM ET?,597795,True,2025-09-15T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cbb-und-stmn-2025-03-08,RESOLVED,St. Thomas - Minnesota,North Dakota vs. St. Thomas - Minnesota,527308,True,2025-03-16T02:30:00Z,https://www.ncaa.com/,
ucl-kob-bas-2025-08-27-bas,RESOLVED,No,Will FC Basel win on 2025-08-27?,579103,True,2025-08-27T19:00:00Z,https://www.uefa.com/uefachampionsleague/,
nba-ind-phi-2025-03-14-total-231pt5,RESOLVED,Under,Over vs Under Line: 231.5,528228,True,2025-03-21T23:00:00Z,https://www.nba.com/,
btc-up-or-down-15m-1759481100,RESOLVED,Up,"Bitcoin Up or Down - October 3, 4:45AM-5:00AM ET",620474,True,2025-10-03T09:00:00Z,https://data.chain.link/streams/btc-usd,
eth-up-or-down-15m-1758270600,RESOLVED,Down,"Ethereum Up or Down - September 19, 4:30AM-4:45AM ET",603726,True,2025-09-19T08:45:00Z,https://data.chain.link/streams/eth-usd,
will-mrbeasts-next-video-get-between-30m-and-34pt9m-views,RESOLVED,No,Will MrBeast's next video get between 30m and 34.9m views?,554620,True,2025-06-22T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1758581100,RESOLVED,Down,"Bitcoin Up or Down - September 22, 6:45PM-7:00PM ET",608412,True,2025-09-22T23:00:00Z,https://data.chain.link/streams/btc-usd,
will-romania-win-july-2,RESOLVED,No,Will Romania win?,503032,True,2024-07-02T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-tor-okc-2023-03-16,RESOLVED,Raptors,NBA: Toronto Raptors vs. Oklahoma City Thunder 2023-03-16,249236,True,2023-03-16T00:00:00Z,https://www.nba.com/,
bitcoin-up-or-down-july-14-11am-et,RESOLVED,Down,"Bitcoin Up or Down - July 14, 11AM ET",557246,True,2025-07-14T16:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-sungjae-im-win-the-2025-genesis-scottish-open,RESOLVED,No,Will Sungjae Im win the 2025 Genesis Scottish Open?,560374,True,2025-07-13T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-twente-beat-lazio,RESOLVED,No,Will Twente beat Lazio?,510587,True,2024-10-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-spirit-win-csgo-blast-premier-fall-final-2024,RESOLVED,No,Will Spirit win CS:GO BLAST Premier Fall Final 2024?,507801,True,2024-09-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
uel-nic-rom-2025-09-24-rom,RESOLVED,Yes,Will AS Roma win on 2025-09-24?,610106,True,2025-09-24T19:00:00Z,https://www.uefa.com/uefaeuropaleague/,
will-trump-post-120-129-times-on-truth-feb-28-march-7,RESOLVED,No,Will Trump post 120-129 times on Truth Feb 28 - March 7?,526108,True,2025-03-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-bitcoin-dip-to-105k-august-410-276-487,RESOLVED,No,Will Bitcoin dip to $105K August 4–10?,571794,True,2025-08-11T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nba-chi-okc-2025-03-31-total-240pt5,RESOLVED,Over,Over 240.5,532590,True,2025-04-08T00:00:00Z,https://www.nba.com/,
will-the-highest-temperature-in-london-be-68f-or-higher-on-april-10,RESOLVED,No,Will the highest temperature in London be 68°F or higher on April 10?,535335,True,2025-04-10T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-cameron-rising-be-the-third-qb-taken-in-the-2025-nfl-draft,RESOLVED,No,Will Cameron Rising be the third QB taken in the 2025 NFL Draft?,527658,True,2025-04-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-unc-wilmington-win-the-west-region-of-the-2025-ncaa-tournament,RESOLVED,No,Will UNC Wilmington win the West region of the 2025 NCAA Tournament?,528544,True,2025-03-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-ethereum-be-between-4425-and-4450-on-september-15-at-8pm-et,RESOLVED,No,"Will the price of Ethereum be between $4,425 and $4,450 on September 15 at 8PM ET?",599253,True,2025-09-16T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-elon-tweet-310324-times-august-29september-5,RESOLVED,No,Will Elon tweet 310–324 times August 29–September 5?,583535,True,2025-09-05T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cbb-haw-ucsb-2025-02-08,RESOLVED,UC Santa Barbara,Hawai'i vs. UC Santa Barbara,522401,True,2025-02-16T03:00:00Z,https://www.ncaa.com/,
will-mike-vrabel-be-the-head-coach-of-the-saints-in-the-2025-26-nfl-season,RESOLVED,No,Will Mike Vrabel be the head coach of the Saints in the 2025-26 NFL season?,517516,True,2025-03-12T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-faith-kipyegon-ken-win-gold-in-1500m-w,RESOLVED,Yes,Will Faith Kipyegon (KEN) win gold in 1500m W?,504524,True,2024-08-10T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-portugal-win-june-26,RESOLVED,No,Will Portugal win?,502892,True,2024-06-26T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-laa-cle-2025-05-30,RESOLVED,Angels,Angels vs. Guardians,548104,True,2025-06-06T23:10:00Z,https://www.mlb.com/,
will-trump-say-elon-during-his-nato-speech,RESOLVED,No,"Will Trump say ""Elon"" during his NATO speech?",555157,True,2025-06-26T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
xrp-up-or-down-august-8-7pm-et,RESOLVED,Down,"XRP Up or Down - August 8, 7PM ET",573110,True,2025-08-09T00:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-the-price-of-solana-be-between-202-and-204-on-september-24-at-4pm-et,RESOLVED,No,Will the price of Solana be between $202 and $204 on September 24 at 4PM ET?,611107,True,2025-09-24T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-june-11-4am-et,RESOLVED,Up,"Bitcoin Up or Down - June 11, 4 AM ET",550882,True,2025-06-11T09:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-the-fdv-of-openseas-token-be-above-5b-1-week-after-launch,RESOLVED_UNKNOWN,,Will the FDV of OpenSea's token be above $5b 1 week after launch?,248851,True,2023-12-30T00:00:00Z,https://www.coingecko.com/,no payout==1 found
atp-moutet-vs-etcheverry-2025-09-21,RESOLVED,Moutet,Hangzhou Open: Corentin Moutet vs Tomas Etcheverry,605260,True,2025-09-28T05:30:00Z,https://www.atptour.com/en/scores/current,
solana-up-or-down-june-22-4pm-et,RESOLVED,Up,"Solana Up or Down - June 22, 4PM ET",554184,True,2025-06-22T21:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
dogecoin-above-0pt25-on-february-14,RESOLVED,Yes,Dogecoin above $0.25 on February 14?,522040,True,2025-02-14T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-kevin-spacey-declare-bankruptcy,RESOLVED,No,Will Kevin Spacey declare bankruptcy?,502343,True,2024-06-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
eth-up-or-down-15m-1759167900,RESOLVED,Up,"Ethereum Up or Down - September 29, 1:45PM-2:00PM ET",616964,True,2025-09-29T18:00:00Z,https://data.chain.link/streams/eth-usd,
sol-multistrike-4h-1757851200-256,RESOLVED,No,Will the price of Solana be above $256 on September 14 at 8AM ET?,597325,True,2025-09-14T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
mlb-pit-wsh-2025-09-13-nrfi,RESOLVED,Yes,NRFI: Pirates vs. Nationals,596140,True,2025-09-13T20:05:00Z,https://www.mlb.com/scores,
justin-hailey-bieber-divorce-before-april,RESOLVED,No,Justin & Hailey Bieber divorce before April?,519349,True,2025-03-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-heat-beat-the-magic-by-more-than-13pt5-points-in-their-october-25th-matchup,RESOLVED_UNKNOWN,,(In-Game Trading)Will the Heat beat the Magic by more than 13.5 points in their October 25th matchup?,239081,True,2021-10-25T00:00:00Z,http://nba.com/games,no payout==1 found
will-the-chiefs-win-super-bowl-lix-by-19-21-points,RESOLVED,No,Will the Chiefs win Super Bowl LIX by 19-21 points?,520539,True,2025-02-09T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1758620700,RESOLVED,Down,"Bitcoin Up or Down - September 23, 5:45AM-6:00AM ET",609308,True,2025-09-23T10:00:00Z,https://data.chain.link/streams/btc-usd,
will-elon-musks-net-worth-be-between-350b-and-360b-on-may-31,RESOLVED,No,Will Elon Musk's net worth be between $350b and $360b on May 31?,540174,True,2025-05-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cfb-ind-iowa-2025-09-27-spread-away-7pt5,RESOLVED,Iowa,Spread: Indiana (-7.5),608829,True,2025-09-27T19:30:00Z,https://www.ncaa.com/,
will-the-highest-temperature-in-new-york-city-be-between-83-84f-on-august-23,RESOLVED,No,Will the highest temperature in New York City be between 83-84°F on August 23?,579253,True,2025-08-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-karl-vilips-be-the-first-round-leader-at-the-2025-pga-tour-3m-open,RESOLVED,No,Will Karl Vilips be the first round leader at the 2025 PGA TOUR 3M Open?,565610,True,2025-07-25T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-finland-win-the-2025-eurobasket-championship,RESOLVED,No,Will Finland win the 2025 EuroBasket Championship?,581231,True,2025-09-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cfb-unlv-wyom-2025-10-04-total-50pt5,RESOLVED,Under,UNLV vs. Wyoming: O/U 50.5,621765,True,2025-10-04T23:00:00Z,https://www.ncaa.com/,
